"","y_plot","x_plot","mean_pdf","top25_pdf","bot25_pdf"
"46",-1.86934673366834,-3,0.0245762168945628,0.182814358459431,3.20586897357626e-42
"47",-1.84422110552764,-3,0.0249983010305402,0.180928297028897,6.51890989618152e-42
"48",-1.81909547738693,-3,0.0251681928635775,0.180929487167815,1.32063565943306e-41
"49",-1.79396984924623,-3,0.0250841478676762,0.182652532626017,2.66544395031927e-41
"50",-1.76884422110553,-3,0.0249674754816585,0.176533265223134,5.35962319996033e-41
"51",-1.74371859296482,-3,0.0250103593365701,0.177925121267616,1.0736848399647e-40
"52",-1.71859296482412,-3,0.025218987765196,0.18002730460299,2.2835066506236e-40
"53",-1.69346733668342,-3,0.0255129802334644,0.183204017511282,4.53311993898816e-40
"54",-1.66834170854271,-3,0.0258342106947508,0.188290284662606,8.96998364691782e-40
"55",-1.64321608040201,-3,0.0261569836273212,0.186844317058588,1.9060556183914e-39
"56",-1.61809045226131,-3,0.0264819642501504,0.182596273456912,4.64870642219694e-39
"57",-1.5929648241206,-3,0.0268552884401639,0.181903996197566,8.80058367782338e-39
"58",-1.5678391959799,-3,0.0273619790363131,0.186491514847384,1.66090090393763e-38
"59",-1.5427135678392,-3,0.028108106836512,0.185117810238896,4.60613105551411e-38
"60",-1.51758793969849,-3,0.0291696525756734,0.191803632994484,1.31658244659574e-37
"61",-1.49246231155779,-3,0.0304660036023643,0.196324933273902,3.03670744370475e-37
"62",-1.46733668341709,-3,0.0316771902444748,0.200663680651635,5.73171717101552e-37
"63",-1.44221105527638,-3,0.0323854553707716,0.204252979291669,1.15621869719627e-36
"64",-1.41708542713568,-3,0.032394086303032,0.203578323676752,2.40138907604468e-36
"65",-1.39195979899497,-3,0.0319007894810142,0.208306221727683,4.52318419302884e-36
"66",-1.36683417085427,-3,0.0313220447759854,0.212040555155603,1.16320262077132e-35
"67",-1.34170854271357,-3,0.0309730617764699,0.211477075145127,2.42237401653808e-35
"68",-1.31658291457286,-3,0.0309270579778154,0.211184651549747,4.59962170721441e-35
"69",-1.29145728643216,-3,0.0311025874986665,0.211993009895633,1.04081000232387e-34
"70",-1.26633165829146,-3,0.0314168618733011,0.221513015605527,2.04478270002519e-34
"71",-1.24120603015075,-3,0.0319128449187818,0.223772660965211,6.17009641819235e-34
"72",-1.21608040201005,-3,0.0327533100104237,0.228201321929675,1.40234041088784e-33
"73",-1.19095477386935,-3,0.0337753593336705,0.22999737908861,6.06767226632404e-33
"74",-1.16582914572864,-3,0.034277925877018,0.234868563531123,2.36989552280769e-32
"75",-1.14070351758794,-3,0.0340973530772223,0.237001178064098,5.94423813948143e-32
"76",-1.11557788944724,-3,0.0339030962839638,0.24027545294856,1.58196348086959e-31
"77",-1.09045226130653,-3,0.0340340760106499,0.234361264544706,4.58150652617297e-31
"78",-1.06532663316583,-3,0.0343404242779921,0.236532850859305,1.35487666422721e-30
"79",-1.04020100502513,-3,0.0346863395637368,0.23987430219123,4.5715854907744e-30
"80",-1.01507537688442,-3,0.0350420117321772,0.242564865812465,1.86216116145115e-29
"81",-0.989949748743718,-3,0.0354099744587531,0.242532684798729,4.97310823733921e-29
"82",-0.964824120603015,-3,0.035794840987357,0.248943908030036,1.45236318135774e-28
"83",-0.939698492462311,-3,0.0361974803168379,0.244153048693492,3.54820045165728e-28
"84",-0.914572864321608,-3,0.0366141513553733,0.245543012287952,9.24206315025479e-28
"85",-0.889447236180904,-3,0.0370373226678035,0.24911796714698,2.32251284837835e-27
"86",-0.864321608040201,-3,0.037457528042561,0.249486480804029,6.31546619141842e-27
"87",-0.839195979899497,-3,0.037865444567902,0.257630781751752,2.16745626258142e-26
"88",-0.814070351758794,-3,0.0382528243328943,0.259616233979876,8.5173371402007e-26
"89",-0.78894472361809,-3,0.0386142420503833,0.260519954144193,2.28427176713127e-25
"90",-0.763819095477387,-3,0.0389497607180041,0.258531721774547,6.01412086439096e-25
"91",-0.738693467336683,-3,0.0392625480430977,0.258796229418876,1.8405030970428e-24
"92",-0.71356783919598,-3,0.0395575168970477,0.258696407245609,6.01087163704816e-24
"93",-0.688442211055276,-3,0.0398411730559465,0.261929338025875,2.42009181553083e-23
"94",-0.663316582914573,-3,0.0401203347735877,0.265003808479537,1.02518666360485e-22
"95",-0.638190954773869,-3,0.0404010225888585,0.266727418901172,3.17050297258817e-22
"96",-0.613065326633166,-3,0.0406876019199505,0.270451915939572,1.12296174771018e-21
"97",-0.587939698492462,-3,0.0409816093377317,0.265084489475762,3.65301433763094e-21
"98",-0.562814070351759,-3,0.041280068137914,0.264320263045774,1.44437311847048e-20
"99",-0.537688442211055,-3,0.0415744799100135,0.267671453202574,4.58551187721239e-20
"100",-0.512562814070352,-3,0.0418719378497799,0.268000322743209,1.84989203999895e-19
"101",-0.487437185929648,-3,0.0421047805232214,0.274411001926384,6.37784985783379e-19
"102",-0.462311557788945,-3,0.0423293592135301,0.275186458130099,2.36525830457776e-18
"103",-0.437185929648241,-3,0.0425383738721175,0.277459564186721,9.10533568252119e-18
"104",-0.412060301507537,-3,0.0427505239062657,0.281017877686277,3.30103860984168e-17
"105",-0.386934673366834,-3,0.0429669731454368,0.280082571649298,1.21589025031016e-16
"106",-0.36180904522613,-3,0.0431707074374036,0.280366588273568,4.38052772892031e-16
"107",-0.336683417085427,-3,0.0433580130692126,0.280769660111994,1.20923721190119e-15
"108",-0.311557788944723,-3,0.043517337481389,0.276936846807941,3.87903218679914e-15
"109",-0.28643216080402,-3,0.0436083427341812,0.28104746615704,1.21000926944847e-14
"110",-0.261306532663316,-3,0.0435958902863274,0.281319698126117,3.89992502141691e-14
"111",-0.236180904522613,-3,0.0434801511302547,0.276434370157854,1.23030844761497e-13
"112",-0.211055276381909,-3,0.0432989353378281,0.280817823487536,3.36227937637854e-13
"113",-0.185929648241206,-3,0.0431088095547981,0.280354599345399,1.07511223808061e-12
"114",-0.160804020100502,-3,0.042958847258422,0.281345067673329,3.30736177120019e-12
"115",-0.135678391959799,-3,0.0428745575531907,0.28362040842085,9.90598040163013e-12
"116",-0.110552763819095,-3,0.0428583886953572,0.284773250987169,2.88576967218658e-11
"117",-0.0854271356783918,-3,0.0428994072916226,0.281268784643568,8.50277263097765e-11
"118",-0.0603015075376883,-3,0.0429822614930178,0.277334701310257,2.44676282146169e-10
"119",-0.0351758793969847,-3,0.0430920473987989,0.277773706974802,6.8768809173821e-10
"120",-0.0100502512562812,-3,0.0432169151471936,0.280803095112553,1.89043444307952e-09
"121",0.0150753768844223,-3,0.0433498795292246,0.283351927983397,4.62106128587363e-09
"122",0.0402010050251258,-3,0.0434891821876019,0.280661224509524,1.1385534471323e-08
"123",0.0653266331658293,-3,0.0436367992869139,0.284244692629081,2.93462376579457e-08
"124",0.0904522613065328,-3,0.0437963159678602,0.28994170130357,6.93552982189186e-08
"125",0.115577889447236,-3,0.043980204297853,0.29708403701967,1.59131648643058e-07
"126",0.14070351758794,-3,0.0443025106906107,0.298895507718784,3.52072651599147e-07
"127",0.165829145728643,-3,0.0449343279391217,0.298480224174954,6.71290594234574e-07
"128",0.190954773869347,-3,0.0452071060006182,0.297925377806834,1.49773568825975e-06
"129",0.21608040201005,-3,0.0448240062782155,0.297830221278994,3.35413723574145e-06
"130",0.241206030150754,-3,0.0446314363820564,0.296486758368288,6.9416277541722e-06
"131",0.266331658291457,-3,0.0446754452875384,0.291498338071362,1.35820262415992e-05
"132",0.291457286432161,-3,0.0448376920506399,0.291933032564357,2.70490838177996e-05
"133",0.316582914572864,-3,0.0451698050552635,0.290787201684676,4.77556231445879e-05
"134",0.341708542713568,-3,0.0457682724877543,0.291394606062305,9.24510611859401e-05
"135",0.366834170854272,-3,0.0467647250412041,0.291703438151901,0.000161056999423914
"136",0.391959798994975,-3,0.0483431596698759,0.289349406403573,0.000274783660349174
"137",0.417085427135679,-3,0.0507587792391536,0.287924296795119,0.00046023055413748
"138",0.442211055276382,-3,0.0543589569576132,0.289242966276949,0.000742473868910904
"139",0.467336683417086,-3,0.0596059581101755,0.292211528586425,0.00120673474801458
"140",0.492462311557789,-3,0.0671000490150023,0.303437543304273,0.00187724442839118
"141",0.517587939698493,-3,0.0776002847649618,0.310339403312513,0.00300230244851764
"142",0.542713567839196,-3,0.092038759085821,0.338325917100896,0.0046657281620327
"143",0.5678391959799,-3,0.111523199191341,0.373537033570123,0.0073931808165529
"144",0.592964824120603,-3,0.137322424877562,0.417222693174573,0.0105224560726882
"145",0.618090452261307,-3,0.170829334542267,0.492970240558509,0.0152067013868318
"146",0.64321608040201,-3,0.213496861424308,0.604958070527299,0.0219571988172414
"147",0.668341708542714,-3,0.266744156336415,0.733897111423253,0.0318559349990429
"148",0.693467336683417,-3,0.331834015341243,0.882566025573357,0.0433867768371051
"149",0.718592964824121,-3,0.409711831057954,1.04103230402797,0.0604088648073199
"150",0.743718592964824,-3,0.500853912770931,1.22384270488537,0.08600143618967
"151",0.768844221105528,-3,0.605091261872106,1.40928457106982,0.11473164169486
"152",0.793969849246231,-3,0.721446453209606,1.59140116309174,0.146834954741512
"153",0.819095477386935,-3,0.848028486801848,1.75805947659877,0.193489800761543
"154",0.844221105527638,-3,0.981984764735711,1.91234805285149,0.235241762351348
"155",0.869346733668342,-3,1.11953866815999,2.04724329649592,0.284686212132218
"156",0.894472361809045,-3,1.25609408763545,2.18269575727614,0.337960456463458
"157",0.919597989949749,-3,1.38646235912248,2.26632341815082,0.383713985109639
"158",0.944723618090452,-3,1.50524090833176,2.30900379298901,0.444200583449199
"159",0.969849246231156,-3,1.60713651033814,2.34966965915158,0.472352290800347
"160",0.994974874371859,-3,1.68733135787885,2.37234194874997,0.492997745973078
"161",1.02010050251256,-3,1.74189499735128,2.3925803212666,0.514810911441289
"162",1.04522613065327,-3,1.76810810897073,2.39889495128291,0.513857224074456
"163",1.07035175879397,-3,1.7646811809138,2.39642019694804,0.498035245868633
"164",1.09547738693467,-3,1.73185165934315,2.37091088805764,0.488455121502544
"165",1.12060301507538,-3,1.67135283185204,2.34084788273408,0.483070309986688
"166",1.14572864321608,-3,1.58626499393987,2.3110555981807,0.451719297788577
"167",1.17085427135678,-3,1.48076165149687,2.2652505024152,0.4192400711531
"168",1.19597989949749,-3,1.3597714686359,2.21962832059941,0.364209464881514
"169",1.22110552763819,-3,1.22859531479313,2.14775031655322,0.31038354836419
"170",1.24623115577889,-3,1.0925231932934,2.03699837654669,0.259662120179156
"171",1.2713567839196,-3,0.956487998714023,1.90698956767965,0.214605527766839
"172",1.2964824120603,-3,0.824787057106242,1.76529123526411,0.172379492913861
"173",1.32160804020101,-3,0.700894088219839,1.60132249376054,0.137624264426693
"174",1.34673366834171,-3,0.587369271823498,1.44854840633857,0.105123834850161
"175",1.37185929648241,-3,0.485858832639781,1.27803446480525,0.0802790124461297
"176",1.39698492462312,-3,0.397163677844362,1.12756359770306,0.057391988440327
"177",1.42211055276382,-3,0.321348210191478,0.956066503947115,0.0400865216828306
"178",1.44723618090452,-3,0.25786402794638,0.794423203681785,0.0292862091834325
"179",1.47236180904523,-3,0.205709813809633,0.664459083447196,0.0199943625211323
"180",1.49748743718593,-3,0.16364231807948,0.560577327361474,0.0135237991889857
"181",1.52261306532663,-3,0.130334185786458,0.454840114065176,0.00871078557847429
"182",1.54773869346734,-3,0.104444813056316,0.376294138047627,0.00546981157593139
"183",1.57286432160804,-3,0.0846808077736128,0.331546674639851,0.00356948873852977
"184",1.59798994974874,-3,0.069850540126064,0.302453148439903,0.00224345725496338
"185",1.62311557788945,-3,0.0589027243350364,0.277363120815693,0.00150744616827328
"186",1.64824120603015,-3,0.0509486106896975,0.270575007155961,0.000942072638002533
"187",1.67336683417085,-3,0.0452635157327774,0.261287986187388,0.00061566424323733
"188",1.69849246231156,-3,0.0412726281245454,0.254158956229078,0.00036157422899519
"189",1.72361809045226,-3,0.0385295974225413,0.252265485521305,0.000204496595877887
"190",1.74874371859296,-3,0.0366917698511735,0.244430795651393,0.000112793873772502
"191",1.77386934673367,-3,0.0354936540535882,0.239986327217408,6.00930721659616e-05
"192",1.79899497487437,-3,0.0347227592122544,0.233546850176937,3.46330860831391e-05
"193",1.82412060301508,-3,0.0342037683904733,0.232437134805568,1.73598880424465e-05
"194",1.84924623115578,-3,0.0337939209859023,0.231174572918768,8.83888263952032e-06
"195",1.87437185929648,-3,0.0333867189384369,0.232749898857121,4.41192816299036e-06
"196",1.89949748743719,-3,0.03291736700187,0.231160053594932,2.09054135353104e-06
"197",1.92462311557789,-3,0.0323636473453042,0.231768205944304,9.69881968767499e-07
"198",1.94974874371859,-3,0.0317391001779505,0.221897044619889,4.73689134505922e-07
"199",1.9748743718593,-3,0.0310794402653344,0.22208914353736,2.10399974786772e-07
"200",2,-3,0.0304262443506369,0.224293377255654,9.71852404901895e-08
